pokemon,id,form,rank,terastype,raito
ドラミドロ,691,0,9,はがね,2.1
ドラミドロ,691,0,10,ひこう,1.4
ブロスター,693,0,1,はがね,34.8
ブロスター,693,0,2,ドラゴン,22.5
ブロスター,693,0,3,みず,15.2
ブロスター,693,0,4,あく,13.2
ブロスター,693,0,5,じめん,6.4
ブロスター,693,0,6,どく,2.5
ブロスター,693,0,7,ほのお,2.5
ブロスター,693,0,8,かくとう,2.0
ブロスター,693,0,9,くさ,0.5
ブロスター,693,0,10,ゴースト,0.5
ニンフィア,700,0,1,みず,42.9
ニンフィア,700,0,2,フェアリー,23.1
ニンフィア,700,0,3,ほのお,17.5
ニンフィア,700,0,4,じめん,4.5
ニンフィア,700,0,5,くさ,2.6
ニンフィア,700,0,6,ゴースト,2.6
ニンフィア,700,0,7,はがね,2.5
ニンフィア,700,0,8,ノーマル,1.1
ニンフィア,700,0,9,あく,1.0
ニンフィア,700,0,10,でんき,0.7
ルチャブル,701,0,1,はがね,52.3
ルチャブル,701,0,2,いわ,17.3
ルチャブル,701,0,3,ひこう,16.3
ルチャブル,701,0,4,ほのお,10.1
ルチャブル,701,0,5,かくとう,2.5
ルチャブル,701,0,6,じめん,0.9
ルチャブル,701,0,7,どく,0.4
ルチャブル,701,0,8,エスパー,0.2
ルチャブル,701,0,9,くさ,0.2
メレシー,703,0,1,くさ,45.6
メレシー,703,0,2,フェアリー,17.4
メレシー,703,0,3,みず,16.8
メレシー,703,0,4,かくとう,12.1
メレシー,703,0,5,ひこう,2.7
メレシー,703,0,6,いわ,2.0
メレシー,703,0,7,あく,1.3
メレシー,703,0,8,ゴースト,1.3
メレシー,703,0,9,はがね,0.7
ヌメイル,705,1,1,フェアリー,44.4
ヌメイル,705,1,2,むし,22.2
ヌメイル,705,1,3,みず,11.1
ヌメイル,705,1,4,ドラゴン,11.1
ヌメイル,705,1,5,ひこう,11.1
ヌメルゴン,706,0,1,みず,58.3
ヌメルゴン,706,0,2,どく,22.1
ヌメルゴン,706,0,3,はがね,14.0
ヌメルゴン,706,0,4,ドラゴン,2.5
ヌメルゴン,706,0,5,ほのお,1.1
ヌメルゴン,706,0,6,ゴースト,0.9
ヌメルゴン,706,0,7,ひこう,0.4
ヌメルゴン,706,0,8,フェアリー,0.4
ヌメルゴン,706,0,9,あく,0.2
ヌメルゴン,706,0,10,いわ,0.2
ヌメルゴン,706,1,1,フェアリー,52.1
ヌメルゴン,706,1,2,みず,24.3
ヌメルゴン,706,1,3,ひこう,11.2
ヌメルゴン,706,1,4,ゴースト,6.6
ヌメルゴン,706,1,5,どく,1.7
ヌメルゴン,706,1,6,はがね,1.3
ヌメルゴン,706,1,7,むし,0.8
ヌメルゴン,706,1,8,ドラゴン,0.6
ヌメルゴン,706,1,9,じめん,0.5
ヌメルゴン,706,1,10,くさ,0.5
クレッフィ,707,0,1,あく,30.4
クレッフィ,707,0,2,フェアリー,28.4
クレッフィ,707,0,3,みず,23.0
クレッフィ,707,0,4,ゴースト,11.5
クレッフィ,707,0,5,はがね,3.4
クレッフィ,707,0,6,ドラゴン,2.0
クレッフィ,707,0,7,ひこう,1.4
クレベース,713,0,1,かくとう,37.2
クレベース,713,0,2,みず,29.2
クレベース,713,0,3,ほのお,15.9
クレベース,713,0,4,くさ,6.2
クレベース,713,0,5,ゴースト,3.5
クレベース,713,0,6,どく,2.7
クレベース,713,0,7,はがね,1.8
クレベース,713,0,8,ひこう,1.8
クレベース,713,0,9,ドラゴン,0.9
クレベース,713,0,10,こおり,0.9
クレベース,713,1,1,こおり,32.7
クレベース,713,1,2,いわ,20.0
クレベース,713,1,3,ゴースト,15.0
クレベース,713,1,4,かくとう,8.5
クレベース,713,1,5,あく,4.6
クレベース,713,1,6,ドラゴン,4.2
クレベース,713,1,7,でんき,3.8
クレベース,713,1,8,じめん,3.8
クレベース,713,1,9,くさ,3.1
クレベース,713,1,10,どく,2.3
オンバーン,715,0,1,ノーマル,77.9
オンバーン,715,0,2,ほのお,8.7
オンバーン,715,0,3,ひこう,6.9
オンバーン,715,0,4,はがね,4.4
オンバーン,715,0,5,あく,0.9
オンバーン,715,0,6,フェアリー,0.6
オンバーン,715,0,7,エスパー,0.3
オンバーン,715,0,8,ドラゴン,0.3
モクロー,722,0,1,ゴースト,75.0
モクロー,722,0,2,くさ,25.0
フクスロー,723,0,1,みず,88.9
フクスロー,723,0,2,あく,11.1
ジュナイパー,724,0,1,いわ,19.8
ジュナイパー,724,0,2,ほのお,18.6
ジュナイパー,724,0,3,ひこう,18.0
ジュナイパー,724,0,4,フェアリー,17.4
ジュナイパー,724,0,5,くさ,10.4
ジュナイパー,724,0,6,ゴースト,5.8
ジュナイパー,724,0,7,みず,4.3
ジュナイパー,724,0,8,あく,4.3
ジュナイパー,724,0,9,はがね,1.5
ジュナイパー,724,1,1,ほのお,20.9
ジュナイパー,724,1,2,ゴースト,13.8
ジュナイパー,724,1,3,いわ,13.7
ジュナイパー,724,1,4,はがね,12.5
ジュナイパー,724,1,5,くさ,10.4
ジュナイパー,724,1,6,みず,9.2
ジュナイパー,724,1,7,でんき,6.0
ジュナイパー,724,1,8,かくとう,3.8
ジュナイパー,724,1,9,ひこう,3.2
ジュナイパー,724,1,10,あく,3.2
デカグース,735,0,1,ノーマル,75.0
デカグース,735,0,2,じめん,25.0
ケケンカニ,740,0,1,でんき,42.7
ケケンカニ,740,0,2,かくとう,25.5
ケケンカニ,740,0,3,みず,20.9
ケケンカニ,740,0,4,じめん,4.5
ケケンカニ,740,0,5,どく,3.6
ケケンカニ,740,0,6,フェアリー,1.8
ケケンカニ,740,0,7,くさ,0.9
オドリドリ,741,0,1,くさ,33.3
オドリドリ,741,0,2,じめん,33.3
オドリドリ,741,0,3,ほのお,22.2
オドリドリ,741,0,4,ゴースト,11.1
オドリドリ,741,1,1,みず,38.2
オドリドリ,741,1,2,ゴースト,20.6
オドリドリ,741,1,3,はがね,16.7
オドリドリ,741,1,4,ほのお,7.8
オドリドリ,741,1,5,でんき,6.9
オドリドリ,741,1,6,じめん,3.9
オドリドリ,741,1,7,こおり,2.0
オドリドリ,741,1,8,フェアリー,2.0
オドリドリ,741,1,9,くさ,1.0
オドリドリ,741,1,10,ひこう,1.0
オドリドリ,741,2,1,でんき,63.6
オドリドリ,741,2,2,フェアリー,36.4
オドリドリ,741,3,1,フェアリー,40.1
オドリドリ,741,3,2,でんき,17.7
オドリドリ,741,3,3,ほのお,15.0
オドリドリ,741,3,4,はがね,6.1
オドリドリ,741,3,5,ひこう,5.4
オドリドリ,741,3,6,じめん,4.8
オドリドリ,741,3,7,ゴースト,4.8
オドリドリ,741,3,8,こおり,2.7
オドリドリ,741,3,9,みず,1.4
オドリドリ,741,3,10,あく,0.7
ルガルガン,745,0,1,いわ,49.3
ルガルガン,745,0,2,ゴースト,41.0
ルガルガン,745,0,3,はがね,4.5
ルガルガン,745,0,4,くさ,1.6
ルガルガン,745,0,5,フェアリー,1.0
ルガルガン,745,0,6,かくとう,0.6
ルガルガン,745,0,7,エスパー,0.6
ルガルガン,745,0,8,あく,0.4
ルガルガン,745,0,9,みず,0.4
ルガルガン,745,0,10,ひこう,0.4
ルガルガン,745,1,1,ゴースト,34.8
ルガルガン,745,1,2,みず,30.3
ルガルガン,745,1,3,いわ,22.7
ルガルガン,745,1,4,フェアリー,4.5
ルガルガン,745,1,5,ひこう,3.0
ルガルガン,745,1,6,ほのお,1.5
ルガルガン,745,1,7,くさ,1.5
ルガルガン,745,1,8,はがね,1.5
ルガルガン,745,2,1,いわ,76.7
ルガルガン,745,2,2,エスパー,10.0
ルガルガン,745,2,3,かくとう,6.7
ルガルガン,745,2,4,みず,2.5
ルガルガン,745,2,5,はがね,1.7
ルガルガン,745,2,6,むし,0.8
ルガルガン,745,2,7,ほのお,0.8
ルガルガン,745,2,8,ゴースト,0.8
ドヒドイデ,748,0,1,どく,21.3
ドヒドイデ,748,0,2,くさ,21.3
ドヒドイデ,748,0,3,フェアリー,18.7
ドヒドイデ,748,0,4,みず,10.3
ドヒドイデ,748,0,5,ゴースト,7.1
ドヒドイデ,748,0,6,ノーマル,5.8
ドヒドイデ,748,0,7,あく,4.5
ドヒドイデ,748,0,8,はがね,3.2
ドヒドイデ,748,0,9,むし,3.2
ドヒドイデ,748,0,10,ひこう,1.9
ドロバンコ,749,0,1,じめん,100.0
バンバドロ,750,0,1,はがね,41.8
バンバドロ,750,0,2,ゴースト,24.0
バンバドロ,750,0,3,じめん,11.5
バンバドロ,750,0,4,くさ,6.9
バンバドロ,750,0,5,みず,5.2
バンバドロ,750,0,6,こおり,3.7
バンバドロ,750,0,7,かくとう,2.6
バンバドロ,750,0,8,でんき,1.3
バンバドロ,750,0,9,ドラゴン,1.1
バンバドロ,750,0,10,むし,1.1
ラランテス,754,0,1,ほのお,39.4
ラランテス,754,0,2,いわ,36.8
ラランテス,754,0,3,みず,11.4
ラランテス,754,0,4,くさ,4.1
ラランテス,754,0,5,ひこう,2.9
ラランテス,754,0,6,じめん,1.9
ラランテス,754,0,7,あく,1.6
ラランテス,754,0,8,でんき,0.6
ラランテス,754,0,9,どく,0.6
ラランテス,754,0,10,ドラゴン,0.3
エンニュート,758,0,1,どく,38.9
エンニュート,758,0,2,ドラゴン,25.0
エンニュート,758,0,3,ほのお,22.2
エンニュート,758,0,4,くさ,5.6
エンニュート,758,0,5,ゴースト,5.6
エンニュート,758,0,6,かくとう,2.8
アマージョ,763,0,1,みず,27.0
アマージョ,763,0,2,ほのお,19.6
アマージョ,763,0,3,フェアリー,11.2
アマージョ,763,0,4,でんき,10.9
アマージョ,763,0,5,くさ,8.2
アマージョ,763,0,6,いわ,6.2
アマージョ,763,0,7,はがね,3.6
アマージョ,763,0,8,かくとう,3.6
アマージョ,763,0,9,エスパー,3.6
アマージョ,763,0,10,じめん,3.5
ヤレユータン,765,0,1,フェアリー,27.8
ヤレユータン,765,0,2,くさ,18.2
ヤレユータン,765,0,3,あく,16.8
ヤレユータン,765,0,4,ほのお,13.9
ヤレユータン,765,0,5,ノーマル,6.2
ヤレユータン,765,0,6,みず,4.1
ヤレユータン,765,0,7,どく,3.3
ヤレユータン,765,0,8,はがね,2.9
ヤレユータン,765,0,9,じめん,1.7
ヤレユータン,765,0,10,エスパー,1.2
ナゲツケサル,766,0,1,はがね,42.1
ナゲツケサル,766,0,2,いわ,26.3
ナゲツケサル,766,0,3,かくとう,21.1
ナゲツケサル,766,0,4,じめん,5.3
ナゲツケサル,766,0,5,ひこう,5.3
シロデスナ,770,0,1,みず,59.2
シロデスナ,770,0,2,くさ,27.4
シロデスナ,770,0,3,ゴースト,2.9
シロデスナ,770,0,4,フェアリー,2.7
シロデスナ,770,0,5,じめん,1.9
シロデスナ,770,0,6,ノーマル,1.9
シロデスナ,770,0,7,エスパー,1.2
シロデスナ,770,0,8,ドラゴン,0.8
シロデスナ,770,0,9,いわ,0.8
シロデスナ,770,0,10,はがね,0.6
ネッコアラ,775,0,1,いわ,75.0
ネッコアラ,775,0,2,ゴースト,8.3
ネッコアラ,775,0,3,フェアリー,8.3
ネッコアラ,775,0,4,ノーマル,8.3
ミミッキュ,778,0,1,くさ,34.3
ミミッキュ,778,0,2,ゴースト,29.9
ミミッキュ,778,0,3,みず,15.5
ミミッキュ,778,0,4,フェアリー,9.8
ミミッキュ,778,0,5,ノーマル,3.1
ミミッキュ,778,0,6,はがね,2.6
ミミッキュ,778,0,7,ほのお,1.5
ミミッキュ,778,0,8,かくとう,1.2
ミミッキュ,778,0,9,あく,0.6
ミミッキュ,778,0,10,じめん,0.5
ハギギシリ,779,0,1,フェアリー,62.8
ハギギシリ,779,0,2,みず,18.6
ハギギシリ,779,0,3,エスパー,5.3
ハギギシリ,779,0,4,はがね,3.2
ハギギシリ,779,0,5,あく,1.7
ハギギシリ,779,0,6,くさ,1.5
ハギギシリ,779,0,7,ドラゴン,1.5
ハギギシリ,779,0,8,どく,1.5
ハギギシリ,779,0,9,ほのお,1.5
ハギギシリ,779,0,10,こおり,1.3
バチンキー,811,0,1,はがね,45.5
バチンキー,811,0,2,くさ,36.4
バチンキー,811,0,3,みず,18.2
ゴリランダー,812,0,1,ほのお,51.9
ゴリランダー,812,0,2,みず,29.4
ゴリランダー,812,0,3,くさ,5.1
ゴリランダー,812,0,4,ゴースト,3.5
ゴリランダー,812,0,5,いわ,2.6
ゴリランダー,812,0,6,どく,2.3
ゴリランダー,812,0,7,はがね,1.3
ゴリランダー,812,0,8,でんき,0.8
ゴリランダー,812,0,9,ひこう,0.7
ゴリランダー,812,0,10,フェアリー,0.6
エースバーン,815,0,1,ほのお,43.8
エースバーン,815,0,2,かくとう,27.7
エースバーン,815,0,3,くさ,14.1
エースバーン,815,0,4,ゴースト,5.4
エースバーン,815,0,5,はがね,3.8
エースバーン,815,0,6,ひこう,1.6
エースバーン,815,0,7,あく,1.1
エースバーン,815,0,8,でんき,0.9
エースバーン,815,0,9,ノーマル,0.4
エースバーン,815,0,10,フェアリー,0.4
インテレオン,818,0,1,ゴースト,37.0
インテレオン,818,0,2,みず,35.8
インテレオン,818,0,3,こおり,12.5
インテレオン,818,0,4,くさ,11.8
インテレオン,818,0,5,でんき,1.2
インテレオン,818,0,6,ひこう,0.9
インテレオン,818,0,7,じめん,0.5
インテレオン,818,0,8,はがね,0.5
ヨクバリス,820,0,1,フェアリー,30.4
ヨクバリス,820,0,2,ノーマル,29.0
ヨクバリス,820,0,3,ゴースト,20.3
ヨクバリス,820,0,4,かくとう,15.9
ヨクバリス,820,0,5,じめん,4.3
アーマーガア,823,0,1,ドラゴン,35.6
アーマーガア,823,0,2,ほのお,18.4
アーマーガア,823,0,3,ひこう,15.7
アーマーガア,823,0,4,みず,7.7
アーマーガア,823,0,5,かくとう,7.6
アーマーガア,823,0,6,じめん,3.5
アーマーガア,823,0,7,フェアリー,3.2
アーマーガア,823,0,8,はがね,2.1
アーマーガア,823,0,9,ゴースト,1.7
アーマーガア,823,0,10,いわ,1.5
カジリガメ,834,0,1,くさ,52.3
カジリガメ,834,0,2,いわ,14.6
カジリガメ,834,0,3,みず,14.3
カジリガメ,834,0,4,むし,5.3
カジリガメ,834,0,5,フェアリー,5.0
カジリガメ,834,0,6,どく,3.0
カジリガメ,834,0,7,ゴースト,1.8
カジリガメ,834,0,8,じめん,1.8
カジリガメ,834,0,9,ドラゴン,0.8
カジリガメ,834,0,10,こおり,0.5
セキタンザン,839,0,1,くさ,35.3
セキタンザン,839,0,2,じめん,34.2
セキタンザン,839,0,3,いわ,14.8
セキタンザン,839,0,4,みず,6.3
セキタンザン,839,0,5,ほのお,4.7
セキタンザン,839,0,6,むし,2.5
セキタンザン,839,0,7,ゴースト,1.4
セキタンザン,839,0,8,ひこう,0.2
セキタンザン,839,0,9,ノーマル,0.2
セキタンザン,839,0,10,ドラゴン,0.2
アップリュー,841,0,1,ほのお,37.5
アップリュー,841,0,2,くさ,34.4
アップリュー,841,0,3,フェアリー,12.5
アップリュー,841,0,4,あく,12.5
アップリュー,841,0,5,どく,3.1
タルップル,842,0,1,ほのお,41.9
タルップル,842,0,2,くさ,35.3
タルップル,842,0,3,どく,7.4
タルップル,842,0,4,はがね,5.1
タルップル,842,0,5,フェアリー,5.1
タルップル,842,0,6,ゴースト,2.2
タルップル,842,0,7,ひこう,1.5
タルップル,842,0,8,こおり,0.7
タルップル,842,0,9,ノーマル,0.7
サダイジャ,844,0,1,はがね,47.1
サダイジャ,844,0,2,みず,33.3
サダイジャ,844,0,3,いわ,17.6
サダイジャ,844,0,4,くさ,2.0
カマスジョー,847,0,1,みず,69.0
カマスジョー,847,0,2,でんき,14.4
カマスジョー,847,0,3,くさ,12.8
カマスジョー,847,0,4,はがね,1.6
カマスジョー,847,0,5,かくとう,0.5
カマスジョー,847,0,6,どく,0.5
カマスジョー,847,0,7,ひこう,0.5
カマスジョー,847,0,8,ゴースト,0.5
ストリンダー,849,0,1,ノーマル,86.1
ストリンダー,849,0,2,でんき,7.7
ストリンダー,849,0,3,あく,3.1
ストリンダー,849,0,4,じめん,1.2
ストリンダー,849,0,5,くさ,1.2
ストリンダー,849,0,6,どく,0.8
ストリンダー,849,1,1,ノーマル,57.0
ストリンダー,849,1,2,でんき,38.5
ストリンダー,849,1,3,くさ,2.0
ストリンダー,849,1,4,こおり,0.8
ストリンダー,849,1,5,あく,0.6
ストリンダー,849,1,6,ドラゴン,0.3
ストリンダー,849,1,7,ひこう,0.3
ストリンダー,849,1,8,ゴースト,0.3
ストリンダー,849,1,9,エスパー,0.3
ポットデス,855,0,1,フェアリー,40.4
ポットデス,855,0,2,ゴースト,23.1
ポットデス,855,0,3,はがね,13.5
ポットデス,855,0,4,かくとう,13.5
ポットデス,855,0,5,エスパー,3.8
ポットデス,855,0,6,じめん,1.9
ポットデス,855,0,7,くさ,1.9
ポットデス,855,0,8,ほのお,1.9
テブリム,857,0,1,みず,100.0
ブリムオン,858,0,1,みず,43.6
ブリムオン,858,0,2,ほのお,18.0
ブリムオン,858,0,3,はがね,15.7
ブリムオン,858,0,4,フェアリー,11.3
ブリムオン,858,0,5,ゴースト,3.1
ブリムオン,858,0,6,ノーマル,2.8
ブリムオン,858,0,7,エスパー,2.3
ブリムオン,858,0,8,あく,0.9
ブリムオン,858,0,9,でんき,0.7
ブリムオン,858,0,10,いわ,0.6
オーロンゲ,861,0,1,ゴースト,46.1
オーロンゲ,861,0,2,はがね,23.0
オーロンゲ,861,0,3,あく,7.3
オーロンゲ,861,0,4,ほのお,7.2
オーロンゲ,861,0,5,フェアリー,7.0
オーロンゲ,861,0,6,どく,5.7
オーロンゲ,861,0,7,みず,1.1
オーロンゲ,861,0,8,じめん,0.8
オーロンゲ,861,0,9,くさ,0.8
オーロンゲ,861,0,10,ドラゴン,0.3
ニャイキング,863,0,1,ゴースト,37.8
ニャイキング,863,0,2,はがね,27.5
ニャイキング,863,0,3,ひこう,10.8
ニャイキング,863,0,4,みず,7.2
ニャイキング,863,0,5,フェアリー,7.2
ニャイキング,863,0,6,くさ,6.3
ニャイキング,863,0,7,ほのお,1.4
ニャイキング,863,0,8,ドラゴン,0.9
ニャイキング,863,0,9,エスパー,0.5
ニャイキング,863,0,10,じめん,0.5
タイレーツ,870,0,1,でんき,58.3
タイレーツ,870,0,2,はがね,25.0
タイレーツ,870,0,3,ゴースト,8.3
タイレーツ,870,0,4,ほのお,8.3
バチンウニ,871,0,1,でんき,30.9
バチンウニ,871,0,2,みず,29.4
バチンウニ,871,0,3,むし,10.3
バチンウニ,871,0,4,ひこう,7.4
バチンウニ,871,0,5,あく,7.4
バチンウニ,871,0,6,くさ,4.4
バチンウニ,871,0,7,こおり,4.4
バチンウニ,871,0,8,ゴースト,2.9
バチンウニ,871,0,9,フェアリー,1.5
バチンウニ,871,0,10,どく,1.5
モスノウ,873,0,1,みず,63.9
モスノウ,873,0,2,こおり,16.5
モスノウ,873,0,3,じめん,8.9
モスノウ,873,0,4,いわ,3.0
モスノウ,873,0,5,かくとう,2.3
モスノウ,873,0,6,はがね,1.3
モスノウ,873,0,7,でんき,1.1
モスノウ,873,0,8,ノーマル,0.8
モスノウ,873,0,9,ドラゴン,0.8
モスノウ,873,0,10,フェアリー,0.6
イシヘンジン,874,0,1,いわ,42.6
イシヘンジン,874,0,2,はがね,18.5
イシヘンジン,874,0,3,ドラゴン,16.7
イシヘンジン,874,0,4,ゴースト,5.6
イシヘンジン,874,0,5,くさ,5.6
イシヘンジン,874,0,6,むし,3.7
イシヘンジン,874,0,7,ひこう,3.7
イシヘンジン,874,0,8,みず,1.9
イシヘンジン,874,0,9,かくとう,1.9
コオリッポ,875,0,1,みず,73.2
コオリッポ,875,0,2,ゴースト,22.2
コオリッポ,875,0,3,こおり,2.0
コオリッポ,875,0,4,ひこう,1.3
コオリッポ,875,0,5,かくとう,0.7
コオリッポ,875,0,6,くさ,0.7
イエッサン,876,0,1,ノーマル,35.7
イエッサン,876,0,2,フェアリー,30.6
イエッサン,876,0,3,くさ,18.3
イエッサン,876,0,4,エスパー,12.8
イエッサン,876,0,5,かくとう,1.7
イエッサン,876,0,6,みず,0.4
イエッサン,876,0,7,ほのお,0.4
イエッサン,876,1,1,フェアリー,58.3
イエッサン,876,1,2,みず,17.7
イエッサン,876,1,3,くさ,13.3
イエッサン,876,1,4,はがね,3.1
イエッサン,876,1,5,あく,1.3
イエッサン,876,1,6,ゴースト,1.2
イエッサン,876,1,7,ほのお,1.1
イエッサン,876,1,8,エスパー,1.0
イエッサン,876,1,9,ドラゴン,0.9
イエッサン,876,1,10,ノーマル,0.8
ダイオウドウ,879,0,1,フェアリー,43.3
ダイオウドウ,879,0,2,みず,19.4
ダイオウドウ,879,0,3,はがね,19.4
ダイオウドウ,879,0,4,ひこう,10.4
ダイオウドウ,879,0,5,かくとう,6.0
ダイオウドウ,879,0,6,エスパー,1.5
ドラパルト,887,0,1,ゴースト,49.4
ドラパルト,887,0,2,はがね,23.8
ドラパルト,887,0,3,ドラゴン,12.5
ドラパルト,887,0,4,フェアリー,7.2
ドラパルト,887,0,5,ほのお,2.7
ドラパルト,887,0,6,ひこう,1.3
ドラパルト,887,0,7,どく,0.8
ドラパルト,887,0,8,みず,0.7
ドラパルト,887,0,9,でんき,0.6
ドラパルト,887,0,10,あく,0.4
ウーラオス,892,0,1,あく,43.4
ウーラオス,892,0,2,どく,38.4
ウーラオス,892,0,3,ゴースト,6.5
ウーラオス,892,0,4,はがね,4.0
ウーラオス,892,0,5,かくとう,2.4
ウーラオス,892,0,6,ほのお,2.0
ウーラオス,892,0,7,フェアリー,1.9
ウーラオス,892,0,8,ひこう,0.4
ウーラオス,892,0,9,くさ,0.3
ウーラオス,892,0,10,みず,0.3
ウーラオス,892,1,1,みず,83.6
ウーラオス,892,1,2,くさ,4.8
ウーラオス,892,1,3,はがね,4.0
ウーラオス,892,1,4,かくとう,2.2
ウーラオス,892,1,5,どく,1.6
ウーラオス,892,1,6,ゴースト,1.2
ウーラオス,892,1,7,ほのお,1.1
ウーラオス,892,1,8,でんき,0.7
ウーラオス,892,1,9,フェアリー,0.3
ウーラオス,892,1,10,じめん,0.2
レジエレキ,894,0,1,こおり,39.3
レジエレキ,894,0,2,ノーマル,29.9
レジエレキ,894,0,3,でんき,17.4
レジエレキ,894,0,4,ゴースト,4.9
レジエレキ,894,0,5,はがね,3.1
レジエレキ,894,0,6,ひこう,1.9
レジエレキ,894,0,7,くさ,1.4
レジエレキ,894,0,8,みず,1.1
レジエレキ,894,0,9,じめん,0.4
レジエレキ,894,0,10,ほのお,0.3
レジドラゴ,895,0,1,はがね,59.3
レジドラゴ,895,0,2,ドラゴン,35.8
レジドラゴ,895,0,3,どく,1.3
レジドラゴ,895,0,4,フェアリー,1.2
レジドラゴ,895,0,5,ゴースト,1.2
レジドラゴ,895,0,6,ほのお,0.8
レジドラゴ,895,0,7,ノーマル,0.3
レジドラゴ,895,0,8,じめん,0.1
レジドラゴ,895,0,9,みず,0.0
レジドラゴ,895,0,10,くさ,0.0
ブリザポス,896,0,1,みず,37.0
ブリザポス,896,0,2,ゴースト,16.3
ブリザポス,896,0,3,でんき,10.0
ブリザポス,896,0,4,じめん,7.1
ブリザポス,896,0,5,ほのお,5.8
ブリザポス,896,0,6,フェアリー,5.5
ブリザポス,896,0,7,くさ,5.0
ブリザポス,896,0,8,こおり,5.0
ブリザポス,896,0,9,かくとう,2.6
ブリザポス,896,0,10,ドラゴン,2.0
レイスポス,897,0,1,フェアリー,94.3
レイスポス,897,0,2,ゴースト,2.6
レイスポス,897,0,3,みず,1.0
レイスポス,897,0,4,かくとう,0.7
レイスポス,897,0,5,あく,0.6
レイスポス,897,0,6,ノーマル,0.3
レイスポス,897,0,7,こおり,0.2
レイスポス,897,0,8,どく,0.1
レイスポス,897,0,9,エスパー,0.1
レイスポス,897,0,10,ドラゴン,0.0
アヤシシ,899,0,1,フェアリー,80.0
アヤシシ,899,0,2,あく,4.9
アヤシシ,899,0,3,はがね,3.4
アヤシシ,899,0,4,エスパー,2.1
アヤシシ,899,0,5,みず,1.9
アヤシシ,899,0,6,ゴースト,1.9
アヤシシ,899,0,7,でんき,1.3
アヤシシ,899,0,8,むし,0.8
アヤシシ,899,0,9,じめん,0.6
アヤシシ,899,0,10,くさ,0.6
バサギリ,900,0,1,みず,75.5
バサギリ,900,0,2,くさ,9.8
バサギリ,900,0,3,むし,6.3
バサギリ,900,0,4,ひこう,2.1
バサギリ,900,0,5,ゴースト,1.5
バサギリ,900,0,6,はがね,1.1
バサギリ,900,0,7,ドラゴン,0.9
バサギリ,900,0,8,いわ,0.8
バサギリ,900,0,9,フェアリー,0.7
バサギリ,900,0,10,どく,0.6
ガチグマ,901,0,1,ゴースト,38.6
ガチグマ,901,0,2,ノーマル,22.2
ガチグマ,901,0,3,みず,15.5
ガチグマ,901,0,4,フェアリー,9.4
ガチグマ,901,0,5,じめん,5.2
ガチグマ,901,0,6,どく,3.6
ガチグマ,901,0,7,くさ,2.7
ガチグマ,901,0,8,ほのお,0.6
ガチグマ,901,0,9,ドラゴン,0.5
ガチグマ,901,0,10,むし,0.5
イダイトウ,902,0,1,みず,81.9
イダイトウ,902,0,2,くさ,6.1
イダイトウ,902,0,3,ゴースト,4.1
イダイトウ,902,0,4,フェアリー,3.0
イダイトウ,902,0,5,はがね,1.2
イダイトウ,902,0,6,ほのお,0.9
イダイトウ,902,0,7,あく,0.8
イダイトウ,902,0,8,でんき,0.5
イダイトウ,902,0,9,ノーマル,0.5
イダイトウ,902,0,10,ドラゴン,0.4
イダイトウ,902,1,1,みず,70.4
イダイトウ,902,1,2,くさ,16.1
イダイトウ,902,1,3,こおり,7.4
イダイトウ,902,1,4,フェアリー,4.0
イダイトウ,902,1,5,じめん,0.6
イダイトウ,902,1,6,ゴースト,0.6
イダイトウ,902,1,7,あく,0.6
イダイトウ,902,1,8,でんき,0.3
オオニューラ,903,0,1,ひこう,63.8
オオニューラ,903,0,2,どく,10.8
オオニューラ,903,0,3,いわ,9.0
オオニューラ,903,0,4,ゴースト,6.4
オオニューラ,903,0,5,あく,3.4
オオニューラ,903,0,6,かくとう,3.4
オオニューラ,903,0,7,くさ,0.8
オオニューラ,903,0,8,はがね,0.5
オオニューラ,903,0,9,こおり,0.5
オオニューラ,903,0,10,みず,0.4
ハリーマン,904,0,1,ノーマル,75.3
ハリーマン,904,0,2,みず,6.6
ハリーマン,904,0,3,あく,6.6
ハリーマン,904,0,4,むし,6.1
ハリーマン,904,0,5,どく,1.9
ハリーマン,904,0,6,くさ,1.4
ハリーマン,904,0,7,ひこう,1.4
ハリーマン,904,0,8,ドラゴン,0.2
ハリーマン,904,0,9,じめん,0.2
ハリーマン,904,0,10,フェアリー,0.2
ラブトロス,905,0,1,フェアリー,38.0
ラブトロス,905,0,2,はがね,36.4
ラブトロス,905,0,3,ゴースト,5.6
ラブトロス,905,0,4,みず,5.5
ラブトロス,905,0,5,ほのお,4.1
ラブトロス,905,0,6,どく,3.1
ラブトロス,905,0,7,じめん,2.9
ラブトロス,905,0,8,ひこう,1.6
ラブトロス,905,0,9,かくとう,1.5
ラブトロス,905,0,10,でんき,0.6
ラブトロス,905,1,1,フェアリー,60.6
ラブトロス,905,1,2,はがね,8.9
ラブトロス,905,1,3,ほのお,7.5
ラブトロス,905,1,4,ひこう,6.9
ラブトロス,905,1,5,みず,4.8
ラブトロス,905,1,6,どく,3.7
ラブトロス,905,1,7,じめん,3.4
ラブトロス,905,1,8,こおり,1.2
ラブトロス,905,1,9,むし,0.9
ラブトロス,905,1,10,ゴースト,0.8
マスカーニャ,908,0,1,くさ,58.5
マスカーニャ,908,0,2,ゴースト,15.6
マスカーニャ,908,0,3,みず,8.3
マスカーニャ,908,0,4,ほのお,8.1
