id,no,name,eng,type1,type2,ability1,ability2,ability3,h,a,b,c,d,s,icon
500.1,500,エンブオー,Emboar,ほのお,かくとう,もうか,すてみ,なし,110,123,65,100,65,65,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/500.png
501.1,501,ミジュマル,Oshawott,みず,なし,げきりゅう,シェルアーマー,なし,55,55,45,63,45,45,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/501.png
502.1,502,フタチマル,Dewott,みず,なし,げきりゅう,シェルアーマー,なし,75,75,60,83,60,60,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/502.png
503.1,503,ダイケンキ,Samurott,みず,なし,げきりゅう,シェルアーマー,なし,95,100,85,108,70,70,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/503.png
503.2,503,ダイケンキ(ヒスイ),Hisuian Samurott,みず,あく,げきりゅう,きれあじ,なし,90,108,80,100,65,85,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/04/503-h.png
504.1,504,ミネズミ,Patrat,ノーマル,なし,にげあし,するどいめ,アナライズ,45,55,39,35,39,42,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/504.png
505.1,505,ミルホッグ,Watchog,ノーマル,なし,はっこう,するどいめ,アナライズ,60,85,69,60,69,77,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/505.png
506.1,506,ヨーテリー,Lillipup,ノーマル,なし,やるき,ものひろい,にげあし,45,60,45,25,45,55,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/506.png
507.1,507,ハーデリア,Herdier,ノーマル,なし,いかく,すなかき,きもったま,65,80,65,35,65,60,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/507.png
508.1,508,ムーランド,Stoutland,ノーマル,なし,いかく,すなかき,きもったま,85,110,90,45,90,80,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/508.png
509.1,509,チョロネコ,Purrloin,あく,なし,じゅうなん,かるわざ,いたずらごころ,41,50,37,50,37,66,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/509.png
510.1,510,レパルダス,Liepard,あく,なし,じゅうなん,かるわざ,いたずらごころ,64,88,50,88,50,106,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/510.png
511.1,511,ヤナップ,Pansage,くさ,なし,くいしんぼう,しんりょく,なし,50,53,48,53,48,64,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/511.png
512.1,512,ヤナッキー,Simisage,くさ,なし,くいしんぼう,しんりょく,なし,75,98,63,98,63,101,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/512.png
513.1,513,バオップ,Pansear,ほのお,なし,くいしんぼう,もうか,なし,50,53,48,53,48,64,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/513.png
514.1,514,バオッキー,Simisear,ほのお,なし,くいしんぼう,もうか,なし,75,98,63,98,63,101,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/514.png
515.1,515,ヒヤップ,Panpour,みず,なし,くいしんぼう,げきりゅう,なし,50,53,48,53,48,64,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/515.png
516.1,516,ヒヤッキー,Simipour,みず,なし,くいしんぼう,げきりゅう,なし,75,98,63,98,63,101,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/516.png
517.1,517,ムンナ,Munna,エスパー,なし,よちむ,シンクロ,テレパシー,76,25,45,67,55,24,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/517.png
518.1,518,ムシャーナ,Musharna,エスパー,なし,よちむ,シンクロ,テレパシー,116,55,85,107,95,29,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/518.png
519.1,519,マメパト,Pidove,ノーマル,ひこう,はとむね,きょううん,とうそうしん,50,55,50,36,30,43,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/519.png
520.1,520,ハトーボー,Tranquill,ノーマル,ひこう,はとむね,きょううん,とうそうしん,62,77,62,50,42,65,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/520.png
521.1,521,ケンホロウ,Unfezant,ノーマル,ひこう,はとむね,きょううん,とうそうしん,80,115,80,65,55,93,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/521.png
522.1,522,シママ,Blitzle,でんき,なし,ひらいしん,でんきエンジン,そうしょく,45,60,32,50,32,76,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/522.png
523.1,523,ゼブライカ,Zebstrika,でんき,なし,ひらいしん,でんきエンジン,そうしょく,75,100,63,80,63,116,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/523.png
524.1,524,ダンゴロ,Roggenrola,いわ,なし,がんじょう,くだけるよろい,すなのちから,55,75,85,25,25,15,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/524.png
525.1,525,ガントル,Boldore,いわ,なし,がんじょう,くだけるよろい,すなのちから,70,105,105,50,40,20,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/525.png
526.1,526,ギガイアス,Gigalith,いわ,なし,がんじょう,すなおこし,すなのちから,85,135,130,60,80,25,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/526.png
527.1,527,コロモリ,Woobat,エスパー,ひこう,てんねん,ぶきよう,たんじゅん,65,45,43,55,43,72,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/527.png
528.1,528,ココロモリ,Swoobat,エスパー,ひこう,てんねん,ぶきよう,たんじゅん,67,57,55,77,55,114,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/528.png
529.1,529,モグリュー,Drilbur,じめん,なし,すなかき,すなのちから,かたやぶり,60,85,40,30,45,68,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/529.png
530.1,530,ドリュウズ,Excadrill,じめん,はがね,すなかき,すなのちから,かたやぶり,110,135,60,50,65,88,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/530.png
531.1,531,タブンネ,Audino,ノーマル,なし,いやしのこころ,さいせいりょく,ぶきよう,103,60,86,60,86,50,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/531.png
531.2,531,メガタブンネ,Mega Audino,ノーマル,なし,いやしのこころ,なし,なし,103,60,126,80,126,50,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/531-m.png
532.1,532,ドッコラー,Timburr,かくとう,なし,こんじょう,ちからずく,てつのこぶし,75,80,55,25,35,35,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/532.png
533.1,533,ドテッコツ,Gurdurr,かくとう,なし,こんじょう,ちからずく,てつのこぶし,85,105,85,40,50,40,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/533.png
534.1,534,ローブシン,Conkeldurr,かくとう,なし,こんじょう,ちからずく,てつのこぶし,105,140,95,55,65,45,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/534.png
535.1,535,オタマロ,Tympole,みず,なし,すいすい,うるおいボディ,ちょすい,50,50,40,50,40,64,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/535.png
536.1,536,ガマガル,Palpitoad,みず,じめん,すいすい,うるおいボディ,ちょすい,75,65,55,65,55,69,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/536.png
537.1,537,ガマゲロゲ,Seismitoad,みず,じめん,すいすい,どくしゅ,ちょすい,105,95,75,85,75,74,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/537.png
538.1,538,ナゲキ,Throh,かくとう,なし,こんじょう,せいしんりょく,かたやぶり,120,100,85,30,85,45,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/538.png
539.1,539,ダゲキ,Sawk,かくとう,なし,がんじょう,せいしんりょく,かたやぶり,75,125,75,30,75,85,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/539.png
540.1,540,クルミル,Sewaddle,むし,くさ,むしのしらせ,ようりょくそ,ぼうじん,45,53,70,40,60,42,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/540.png
541.1,541,クルマユ,Swadloon,むし,くさ,リーフガード,ようりょくそ,ぼうじん,55,63,90,50,80,42,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/541.png
542.1,542,ハハコモリ,Leavanny,むし,くさ,むしのしらせ,ようりょくそ,ぼうじん,75,103,80,70,80,92,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/542.png
543.1,543,フシデ,Venipede,むし,どく,どくのトゲ,むしのしらせ,かそく,30,45,59,30,39,57,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/543.png
544.1,544,ホイーガ,Whirlipede,むし,どく,どくのトゲ,むしのしらせ,かそく,40,55,99,40,79,47,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/544.png
545.1,545,ペンドラー,Scolipede,むし,どく,どくのトゲ,むしのしらせ,かそく,60,100,89,55,69,112,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/545.png
546.1,546,モンメン,Cottonee,くさ,フェアリー,いたずらごころ,すりぬけ,ようりょくそ,40,27,60,37,50,66,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/546.png
547.1,547,エルフーン,Whimsicott,くさ,フェアリー,いたずらごころ,すりぬけ,ようりょくそ,60,67,85,77,75,116,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/547.png
548.1,548,チュリネ,Petilil,くさ,なし,ようりょくそ,マイペース,リーフガード,45,35,50,70,50,30,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/548.png
549.1,549,ドレディア,Lilligant,くさ,なし,ようりょくそ,マイペース,リーフガード,70,60,75,110,75,90,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/549.png
549.2,549,ドレディア(ヒスイ),Hisuian Lilligant,くさ,かくとう,ようりょくそ,はりきり,リーフガード,70,105,75,50,75,105,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/549-h.png
550.1,550,バスラオ(赤),Basculin,みず,なし,すてみ,てきおうりょく,かたやぶり,70,92,65,80,55,98,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/04/550r.png
550.2,550,バスラオ(青),Basculin,みず,なし,いしあたま,てきおうりょく,かたやぶり,70,92,65,80,55,98,https://img.yakkun.com/poke/icon32/n550f.gif
550.3,550,バスラオ(白),Basculin,みず,なし,びびり,てきおうりょく,かたやぶり,70,92,65,80,55,98,https://img.yakkun.com/poke/icon32/n550w.gif
551.1,551,メグロコ,Sandile,じめん,あく,いかく,じしんかじょう,いかりのつぼ,50,72,35,35,35,65,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/551.png
552.1,552,ワルビル,Krokorok,じめん,あく,いかく,じしんかじょう,いかりのつぼ,60,82,45,45,45,74,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/552.png
553.1,553,ワルビアル,Krookodile,じめん,あく,いかく,じしんかじょう,いかりのつぼ,95,117,80,65,70,92,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/553.png
554.1,554,ダルマッカ,Darumaka,ほのお,なし,はりきり,せいしんりょく,なし,70,90,45,15,45,50,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/554.png
554.2,554,ダルマッカ(ガラル),Galarian Darumaka,こおり,なし,はりきり,せいしんりょく,なし,70,90,45,15,45,50,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/554-g.png
555.1,555,ヒヒダルマ,Darmanitan,ほのお,なし,ちからずく,ダルマモード,なし,105,140,55,30,55,95,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/555.png
555.2,555,ヒヒダルマ(ダルマ),Darmanitan Zen Mode,ほのお,エスパー,ちからずく,ダルマモード,なし,105,30,105,140,105,55,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/555-z.png
555.3,555,ヒヒダルマ(ガラル),Galarian Darmanitan,こおり,なし,ごりむちゅう,ダルマモード,なし,105,140,55,30,55,95,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/555-g.png
555.4,555,ヒヒダルマ(ダルマ・ガラル),Galarian Darmanitan,こおり,ほのお,ごりむちゅう,ダルマモード,なし,105,160,55,30,55,135,https://img.yakkun.com/poke/icon32/n555h.gif
556.1,556,マラカッチ,Maractus,くさ,なし,ちょすい,ようりょくそ,よびみず,75,86,67,106,67,60,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/556.png
557.1,557,イシズマイ,Dwebble,むし,いわ,がんじょう,シェルアーマー,くだけるよろい,50,65,85,35,35,55,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/557.png
558.1,558,イワパレス,Crustle,むし,いわ,がんじょう,シェルアーマー,くだけるよろい,70,105,125,65,75,45,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/558.png
559.1,559,ズルッグ,Scraggy,あく,かくとう,だっぴ,じしんかじょう,いかく,50,75,70,35,70,48,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/559.png
560.1,560,ズルズキン,Scrafty,あく,かくとう,だっぴ,じしんかじょう,いかく,65,90,115,45,115,58,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/560.png
561.1,561,シンボラー,Sigilyph,エスパー,ひこう,ミラクルスキン,マジックガード,いろめがね,72,58,80,103,80,97,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/561.png
562.1,562,デスマス,Yamask,ゴースト,なし,ミイラ,なし,なし,38,30,85,55,65,30,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/562.png
562.2,562,デスマス(ガラル),Galarian Yamask,じめん,ゴースト,さまようたましい,なし,なし,38,55,85,30,65,30,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/04/562-g.png
563.1,563,デスカーン,Cofagrigus,ゴースト,なし,ミイラ,なし,なし,58,50,145,95,105,30,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/563.png
564.1,564,プロトーガ,Tirtouga,みず,いわ,ハードロック,がんじょう,すいすい,54,78,103,53,45,22,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/564.png
565.1,565,アバゴーラ,Carracosta,みず,いわ,ハードロック,がんじょう,すいすい,74,108,133,83,65,32,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/565.png
566.1,566,アーケン,Archen,いわ,ひこう,よわき,なし,なし,55,112,45,74,45,70,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/566.png
567.1,567,アーケオス,Archeops,いわ,ひこう,よわき,なし,なし,75,140,65,112,65,110,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/567.png
568.1,568,ヤブクロン,Trubbish,どく,なし,あくしゅう,ねんちゃく,ゆうばく,50,50,62,40,62,65,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/568.png
569.1,569,ダストダス,Garbodor,どく,なし,あくしゅう,くだけるよろい,ゆうばく,80,95,82,60,82,75,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/569.png
570.1,570,ゾロア,Zorua,あく,なし,イリュージョン,なし,なし,40,65,40,80,40,65,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/570.png
570.2,570,ゾロア(ヒスイ),Hisuian Zorua,ノーマル,ゴースト,イリュージョン,なし,なし,35,60,40,85,40,70,https://pokemon-irasuto-taizen.com/wp-content/uploads/2022/01/570-h.png
571.1,571,ゾロアーク,Zoroark,あく,なし,イリュージョン,なし,なし,60,105,60,120,60,105,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/571.png
571.2,571,ゾロアーク(ヒスイ),Hisuian Zoroark,ノーマル,ゴースト,イリュージョン,なし,なし,55,100,60,125,60,110,https://pokemon-irasuto-taizen.com/wp-content/uploads/2022/01/571-h.png
572.1,572,チラーミィ,Minccino,ノーマル,なし,メロメロボディ,テクニシャン,スキルリンク,55,50,40,40,40,75,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/572.png
573.1,573,チラチーノ,Cinccino,ノーマル,なし,メロメロボディ,テクニシャン,スキルリンク,75,95,60,65,60,115,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/573.png
574.1,574,ゴチム,Gothita,エスパー,なし,おみとおし,かちき,かげふみ,45,30,50,55,65,45,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/574.png
575.1,575,ゴチミル,Gothorita,エスパー,なし,おみとおし,かちき,かげふみ,60,45,70,75,85,55,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/575.png
576.1,576,ゴチルゼル,Gothitelle,エスパー,なし,おみとおし,かちき,かげふみ,70,55,95,95,110,65,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/576.png
577.1,577,ユニラン,Solosis,エスパー,なし,ぼうじん,マジックガード,さいせいりょく,45,30,40,105,50,20,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/577.png
578.1,578,ダブラン,Duosion,エスパー,なし,ぼうじん,マジックガード,さいせいりょく,65,40,50,125,60,30,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/578.png
579.1,579,ランクルス,Reuniclus,エスパー,なし,ぼうじん,マジックガード,さいせいりょく,110,65,75,125,85,30,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/579.png
580.1,580,コアルヒー,Ducklett,みず,ひこう,するどいめ,はとむね,うるおいボディ,62,44,50,44,50,55,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/580.png
581.1,581,スワンナ,Swanna,みず,ひこう,するどいめ,はとむね,うるおいボディ,75,87,63,87,63,98,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/581.png
582.1,582,バニプッチ,Vanillite,こおり,なし,アイスボディ,ゆきがくれ,くだけるよろい,36,50,50,65,60,44,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/582.png
583.1,583,バニリッチ,Vanillish,こおり,なし,アイスボディ,ゆきがくれ,くだけるよろい,51,65,65,80,75,59,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/583.png
584.1,584,バイバニラ,Vanilluxe,こおり,なし,アイスボディ,ゆきふらし,くだけるよろい,71,95,85,110,95,79,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/584.png
585.1,585,シキジカ,Deerling Spring Form,ノーマル,くさ,ようりょくそ,そうしょく,てんのめぐみ,60,60,50,40,50,75,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/585.png
586.1,586,メブキジカ,Sawsbuck Spring Form,ノーマル,くさ,ようりょくそ,そうしょく,てんのめぐみ,80,100,70,60,70,95,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/586.png
587.1,587,エモンガ,Emolga,でんき,ひこう,せいでんき,でんきエンジン,なし,55,75,60,75,60,103,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/587.png
588.1,588,カブルモ,Karrablast,むし,なし,むしのしらせ,だっぴ,ノーガード,50,75,45,40,45,60,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/588.png
589.1,589,シュバルゴ,Escavalier,むし,はがね,むしのしらせ,シェルアーマー,ぼうじん,70,135,105,60,105,20,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/589.png
590.1,590,タマゲタケ,Foongus,くさ,どく,ほうし,さいせいりょく,なし,69,55,45,55,55,15,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/590.png
591.1,591,モロバレル,Amoonguss,くさ,どく,ほうし,さいせいりょく,なし,114,85,70,85,80,30,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/591.png
592.1,592,プルリル,Frillish,みず,ゴースト,ちょすい,のろわれボディ,しめりけ,55,40,50,65,85,40,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/592.png
593.1,593,ブルンゲル,Jellicent,みず,ゴースト,ちょすい,のろわれボディ,しめりけ,100,60,70,85,105,60,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/593.png
594.1,594,ママンボウ,Alomomola,みず,なし,いやしのこころ,うるおいボディ,さいせいりょく,165,75,80,40,45,65,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/594.png
595.1,595,バチュル,Joltik,むし,でんき,ふくがん,きんちょうかん,むしのしらせ,50,47,50,57,50,65,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/595.png
596.1,596,デンチュラ,Galvantula,むし,でんき,ふくがん,きんちょうかん,むしのしらせ,70,77,60,97,60,108,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/596.png
597.1,597,テッシード,Ferroseed,くさ,はがね,てつのトゲ,なし,なし,44,50,91,24,86,10,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/597.png
598.1,598,ナットレイ,Ferrothorn,くさ,はがね,てつのトゲ,きけんよち,なし,74,94,131,54,116,20,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/598.png
599.1,599,ギアル,Klink,はがね,なし,プラス,マイナス,クリアボディ,40,55,70,45,60,30,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/599.png
600.1,600,ギギアル,Klang,はがね,なし,プラス,マイナス,クリアボディ,60,80,95,70,85,50,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/600.png
601.1,601,ギギギアル,Klinklang,はがね,なし,プラス,マイナス,クリアボディ,60,100,115,70,85,90,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/601.png
602.1,602,シビシラス,Tynamo,でんき,なし,ふゆう,なし,なし,35,55,40,45,40,60,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/602.png
603.1,603,シビビール,Eelektrik,でんき,なし,ふゆう,なし,なし,65,85,70,75,70,40,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/603.png
604.1,604,シビルドン,Eelektross,でんき,なし,ふゆう,なし,なし,85,115,80,105,80,50,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/604.png
605.1,605,リグレー,Elgyem,エスパー,なし,テレパシー,シンクロ,アナライズ,55,55,55,85,55,30,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/605.png
606.1,606,オーベム,Beheeyem,エスパー,なし,テレパシー,シンクロ,アナライズ,75,75,75,125,95,40,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/606.png
607.1,607,ヒトモシ,Litwick,ゴースト,ほのお,もらいび,ほのおのからだ,すりぬけ,50,30,55,65,55,20,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/607.png
608.1,608,ランプラー,Lampent,ゴースト,ほのお,もらいび,ほのおのからだ,すりぬけ,60,40,60,95,60,55,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/608.png
609.1,609,シャンデラ,Chandelure,ゴースト,ほのお,もらいび,ほのおのからだ,すりぬけ,60,55,90,145,90,80,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/609.png
610.1,610,キバゴ,Axew,ドラゴン,なし,とうそうしん,かたやぶり,きんちょうかん,46,87,60,30,40,57,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/610.png
611.1,611,オノンド,Fraxure,ドラゴン,なし,とうそうしん,かたやぶり,きんちょうかん,66,117,70,40,50,67,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/611.png
612.1,612,オノノクス,Haxorus,ドラゴン,なし,とうそうしん,かたやぶり,きんちょうかん,76,147,90,60,70,97,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/612.png
613.1,613,クマシュン,Cubchoo,こおり,なし,ゆきがくれ,ゆきかき,びびり,55,70,40,60,40,40,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/613.png
614.1,614,ツンベアー,Beartic,こおり,なし,ゆきがくれ,ゆきかき,すいすい,95,130,80,70,80,50,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/614.png
615.1,615,フリージオ,Cryogonal,こおり,なし,ふゆう,なし,なし,80,50,50,95,135,105,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/615.png
616.1,616,チョボマキ,Shelmet,むし,なし,うるおいボディ,シェルアーマー,ぼうじん,50,40,85,40,65,25,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/616.png
617.1,617,アギルダー,Accelgor,むし,なし,うるおいボディ,ねんちゃく,かるわざ,80,70,40,100,60,145,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/617.png
618.1,618,マッギョ,Stunfisk,じめん,でんき,せいでんき,じゅうなん,すながくれ,109,66,84,81,99,32,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/618.png
618.2,618,マッギョ(ガラル),Galarian Stunfisk,じめん,はがね,ぎたい,なし,なし,109,81,99,66,84,32,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/618-g.png
619.1,619,コジョフー,Mienfoo,かくとう,なし,せいしんりょく,さいせいりょく,すてみ,45,85,50,55,50,65,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/619.png
620.1,620,コジョンド,Mienshao,かくとう,なし,せいしんりょく,さいせいりょく,すてみ,65,125,60,95,60,105,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/620.png
621.1,621,クリムガン,Druddigon,ドラゴン,なし,さめはだ,ちからずく,かたやぶり,77,120,90,60,90,48,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/621.png
622.1,622,ゴビット,Golett,じめん,ゴースト,てつのこぶし,ぶきよう,ノーガード,59,74,50,35,50,35,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/622.png
623.1,623,ゴルーグ,Golurk,じめん,ゴースト,てつのこぶし,ぶきよう,ノーガード,89,124,80,55,80,55,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/623.png
624.1,624,コマタナ,Pawniard,あく,はがね,まけんき,せいしんりょく,プレッシャー,45,85,70,40,40,60,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/624.png
625.1,625,キリキザン,Bisharp,あく,はがね,まけんき,せいしんりょく,プレッシャー,65,125,100,60,70,70,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/625.png
626.1,626,バッフロン,Bouffalant,ノーマル,なし,すてみ,そうしょく,ぼうおん,95,110,95,40,95,55,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/626.png
627.1,627,ワシボン,Rufflet,ノーマル,ひこう,するどいめ,ちからずく,はりきり,70,83,50,37,50,60,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/627.png
628.1,628,ウォーグル,Braviary,ノーマル,ひこう,するどいめ,ちからずく,まけんき,100,123,75,57,75,80,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/628.png
628.2,628,ウォーグル(ヒスイ),Hisuian Braviary,エスパー,ひこう,するどいめ,ちからずく,いろめがね,110,83,70,112,70,65,https://pokemon-irasuto-taizen.com/wp-content/uploads/2022/01/628-h.png
629.1,629,バルチャイ,Vullaby,あく,ひこう,はとむね,ぼうじん,くだけるよろい,70,55,75,45,65,60,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/629.png
630.1,630,バルジーナ,Mandibuzz,あく,ひこう,はとむね,ぼうじん,くだけるよろい,110,65,105,55,95,80,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/630.png
631.1,631,クイタラン,Heatmor,ほのお,なし,くいしんぼう,もらいび,しろいけむり,85,97,66,105,66,65,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/631.png
632.1,632,アイアント,Durant,むし,はがね,むしのしらせ,はりきり,なまけ,58,109,112,48,48,109,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/632.png
633.1,633,モノズ,Deino,あく,ドラゴン,はりきり,なし,なし,52,65,50,45,50,38,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/633.png
